address,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9
633,0,1,0,0,1,0,1,1,0,1
634,0,0,1,0,1,1,1,1,0,1
635,0,1,1,0,1,0,1,1,0,1
636,0,0,0,0,1,1,1,1,0,1
637,0,1,0,1,1,0,1,1,0,1
638,0,0,1,0,1,1,1,1,0,1
639,0,1,1,1,1,0,1,1,0,1
640,0,0,0,0,0,0,0,0,1,0
641,0,1,0,0,0,1,0,0,1,0
642,0,0,1,0,0,0,0,0,1,0
643,0,1,1,0,0,1,0,0,1,0
644,0,0,0,0,0,0,0,0,1,0
645,0,1,0,1,0,1,0,0,1,0
646,0,0,1,0,0,0,0,0,1,0
647,0,1,1,1,0,1,0,0,1,0
648,0,0,0,0,1,0,1,0,1,0
649,0,1,0,0,1,1,1,0,1,0
650,0,0,1,0,1,0,1,0,1,0
651,0,1,1,0,1,1,1,0,1,0
652,0,0,0,0,1,0,1,0,1,0
653,0,1,0,1,1,1,1,0,1,0
654,0,0,1,0,1,0,1,0,1,0
655,0,1,1,1,1,1,1,0,1,0
656,0,0,0,0,0,1,0,0,1,0
657,0,1,0,0,0,0,0,0,1,0
658,0,0,1,0,0,1,0,0,1,0
659,0,1,1,0,0,0,0,0,1,0
660,0,0,0,0,0,1,0,0,1,0
661,0,1,0,1,0,0,0,0,1,0
662,0,0,1,0,0,1,0,0,1,0
663,0,1,1,1,0,0,0,0,1,0
664,0,0,0,0,1,1,1,0,1,0
665,0,1,0,0,1,0,1,0,1,0
666,0,0,1,0,1,1,1,0,1,0
667,0,1,1,0,1,0,1,0,1,0
668,0,0,0,0,1,1,1,0,1,0
669,0,1,0,1,1,0,1,0,1,0
670,0,0,1,0,1,1,1,0,1,0
671,0,1,1,1,1,0,1,0,1,0
672,1,0,0,0,0,0,1,0,1,0
673,1,1,0,0,0,1,1,0,1,0
674,1,0,1,0,0,0,1,0,1,0
675,1,1,1,0,0,1,1,0,1,0
676,1,0,0,0,0,0,1,0,1,0
677,1,1,0,1,0,1,1,0,1,0
678,1,0,1,0,0,0,1,0,1,0
679,1,1,1,1,0,1,1,0,1,0
680,1,0,0,0,1,0,1,0,1,0
681,1,1,0,0,1,1,1,0,1,0
682,1,0,1,0,1,0,1,0,1,0
683,1,1,1,0,1,1,1,0,1,0
684,1,0,0,0,1,0,1,0,1,0
685,1,1,0,1,1,1,1,0,1,0
686,1,0,1,0,1,0,1,0,1,0
687,1,1,1,1,1,1,1,0,1,0
688,1,0,0,0,0,1,1,0,1,0
689,1,1,0,0,0,0,1,0,1,0
690,1,0,1,0,0,1,1,0,1,0
691,1,1,1,0,0,0,1,0,1,0
692,1,0,0,0,0,1,1,0,1,0
693,1,1,0,1,0,0,1,0,1,0
694,1,0,1,0,0,1,1,0,1,0
695,1,1,1,1,0,0,1,0,1,0
696,1,0,0,0,1,1,1,0,1,0
697,1,1,0,0,1,0,1,0,1,0
698,1,0,1,0,1,1,1,0,1,0
699,1,1,1,0,1,0,1,0,1,0
700,1,0,0,0,1,1,1,0,1,0
701,1,1,0,1,1,0,1,0,1,0
702,1,0,1,0,1,1,1,0,1,0
703,1,1,1,1,1,0,1,0,1,0
704,0,0,0,0,0,0,0,1,1,1
705,0,1,0,0,0,1,0,1,1,1
706,0,0,1,0,0,0,0,1,1,1
707,0,1,1,0,0,1,0,1,1,1
708,0,0,0,0,0,0,0,1,1,1
709,0,1,0,1,0,1,0,1,1,1
710,0,0,1,0,0,0,0,1,1,1
711,0,1,1,1,0,1,0,1,1,1
712,0,0,0,0,1,0,1,1,1,1
713,0,1,0,0,1,1,1,1,1,1
714,0,0,1,0,1,0,1,1,1,1
715,0,1,1,0,1,1,1,1,1,1
716,0,0,0,0,1,0,1,1,1,1
717,0,1,0,1,1,1,1,1,1,1
718,0,0,1,0,1,0,1,1,1,1
719,0,1,1,1,1,1,1,1,1,1
720,0,0,0,0,0,1,0,1,1,1
721,0,1,0,0,0,0,0,1,1,1
722,0,0,1,0,0,1,0,1,1,1
723,0,1,1,0,0,0,0,1,1,1
724,0,0,0,0,0,1,0,1,1,1
725,0,1,0,1,0,0,0,1,1,1
726,0,0,1,0,0,1,0,1,1,1
727,0,1,1,1,0,0,0,1,1,1
728,0,0,0,0,1,1,1,1,1,1
729,0,1,0,0,1,0,1,1,1,1
730,0,0,1,0,1,1,1,1,1,1
731,0,1,1,0,1,0,1,1,1,1
732,0,0,0,0,1,1,1,1,1,1
733,0,1,0,1,1,0,1,1,1,1
734,0,0,1,0,1,1,1,1,1,1
735,0,1,1,1,1,0,1,1,1,1
736,1,0,0,0,0,0,1,1,1,1
737,1,1,0,0,0,1,1,1,1,1
738,1,0,1,0,0,0,1,1,1,1
739,1,1,1,0,0,1,1,1,1,1
740,1,0,0,0,0,0,1,1,1,1
741,1,1,0,1,0,1,1,1,1,1
742,1,0,1,0,0,0,1,1,1,1
743,1,1,1,1,0,1,1,1,1,1
744,1,0,0,0,1,0,1,1,1,1
745,1,1,0,0,1,1,1,1,1,1
746,1,0,1,0,1,0,1,1,1,1
747,1,1,1,0,1,1,1,1,1,1
748,1,0,0,0,1,0,1,1,1,1
749,1,1,0,1,1,1,1,1,1,1
750,1,0,1,0,1,0,1,1,1,1
751,1,1,1,1,1,1,1,1,1,1
752,1,0,0,0,0,1,1,1,1,1
753,1,1,0,0,0,0,1,1,1,1
754,1,0,1,0,0,1,1,1,1,1
755,1,1,1,0,0,0,1,1,1,1
756,1,0,0,0,0,1,1,1,1,1
757,1,1,0,1,0,0,1,1,1,1
758,1,0,1,0,0,1,1,1,1,1
759,1,1,1,1,0,0,1,1,1,1
760,1,0,0,0,1,1,1,1,1,1
761,1,1,0,0,1,0,1,1,1,1
762,1,0,1,0,1,1,1,1,1,1
763,1,1,1,0,1,0,1,1,1,1
764,1,0,0,0,1,1,1,1,1,1
765,1,1,0,1,1,0,1,1,1,1
766,1,0,1,0,1,1,1,1,1,1
767,1,1,1,1,1,0,1,1,1,1
768,1,0,0,0,0,0,0,0,0,1
769,1,1,0,0,0,1,0,0,0,1
770,1,0,1,0,0,0,0,0,0,1
771,1,1,1,0,0,1,0,0,0,1
772,1,0,0,0,0,0,0,0,0,1
773,1,1,0,1,0,1,0,0,0,1
774,1,0,1,0,0,0,0,0,0,1
775,1,1,1,1,0,1,0,0,0,1
776,1,0,0,0,1,0,1,0,0,1
777,1,1,0,0,1,1,1,0,0,1
778,1,0,1,0,1,0,1,0,0,1
779,1,1,1,0,1,1,1,0,0,1
780,1,0,0,0,1,0,1,0,0,1
781,1,1,0,1,1,1,1,0,0,1
782,1,0,1,0,1,0,1,0,0,1
783,1,1,1,1,1,1,1,0,0,1
784,1,0,0,0,0,1,0,0,0,1
785,1,1,0,0,0,0,0,0,0,1
786,1,0,1,0,0,1,0,0,0,1
787,1,1,1,0,0,0,0,0,0,1
788,1,0,0,0,0,1,0,0,0,1
789,1,1,0,1,0,0,0,0,0,1
790,1,0,1,0,0,1,0,0,0,1
791,1,1,1,1,0,0,0,0,0,1
792,1,0,0,0,1,1,1,0,0,1
793,1,1,0,0,1,0,1,0,0,1
794,1,0,1,0,1,1,1,0,0,1
795,1,1,1,0,1,0,1,0,0,1
796,1,0,0,0,1,1,1,0,0,1
797,1,1,0,1,1,0,1,0,0,1
798,1,0,1,0,1,1,1,0,0,1
799,1,1,1,1,1,0,1,0,0,1
800,0,0,0,0,0,0,1,0,0,1
801,0,1,0,0,0,1,1,0,0,1
802,0,0,1,0,0,0,1,0,0,1
803,0,1,1,0,0,1,1,0,0,1
804,0,0,0,0,0,0,1,0,0,1
805,0,1,0,1,0,1,1,0,0,1
806,0,0,1,0,0,0,1,0,0,1
807,0,1,1,1,0,1,1,0,0,1
808,0,0,0,0,1,0,1,0,0,1
809,0,1,0,0,1,1,1,0,0,1
810,0,0,1,0,1,0,1,0,0,1
811,0,1,1,0,1,1,1,0,0,1
812,0,0,0,0,1,0,1,0,0,1
813,0,1,0,1,1,1,1,0,0,1
814,0,0,1,0,1,0,1,0,0,1
815,0,1,1,1,1,1,1,0,0,1
816,0,0,0,0,0,1,1,0,0,1
817,0,1,0,0,0,0,1,0,0,1
818,0,0,1,0,0,1,1,0,0,1
819,0,1,1,0,0,0,1,0,0,1
820,0,0,0,0,0,1,1,0,0,1
821,0,1,0,1,0,0,1,0,0,1
822,0,0,1,0,0,1,1,0,0,1
823,0,1,1,1,0,0,1,0,0,1
824,0,0,0,0,1,1,1,0,0,1
825,0,1,0,0,1,0,1,0,0,1
826,0,0,1,0,1,1,1,0,0,1
827,0,1,1,0,1,0,1,0,0,1
828,0,0,0,0,1,1,1,0,0,1
829,0,1,0,1,1,0,1,0,0,1
830,0,0,1,0,1,1,1,0,0,1
831,0,1,1,1,1,0,1,0,0,1
832,1,0,0,0,0,0,0,1,0,1
833,1,1,0,0,0,1,0,1,0,1
834,1,0,1,0,0,0,0,1,0,1
835,1,1,1,0,0,1,0,1,0,1
836,1,0,0,0,0,0,0,1,0,1
837,1,1,0,1,0,1,0,1,0,1
838,1,0,1,0,0,0,0,1,0,1
839,1,1,1,1,0,1,0,1,0,1
840,1,0,0,0,1,0,1,1,0,1
841,1,1,0,0,1,1,1,1,0,1
842,1,0,1,0,1,0,1,1,0,1
843,1,1,1,0,1,1,1,1,0,1
844,1,0,0,0,1,0,1,1,0,1
845,1,1,0,1,1,1,1,1,0,1
846,1,0,1,0,1,0,1,1,0,1
847,1,1,1,1,1,1,1,1,0,1
848,1,0,0,0,0,1,0,1,0,1
849,1,1,0,0,0,0,0,1,0,1
850,1,0,1,0,0,1,0,1,0,1
851,1,1,1,0,0,0,0,1,0,1
852,1,0,0,0,0,1,0,1,0,1
853,1,1,0,1,0,0,0,1,0,1
854,1,0,1,0,0,1,0,1,0,1
855,1,1,1,1,0,0,0,1,0,1
856,1,0,0,0,1,1,1,1,0,1
857,1,1,0,0,1,0,1,1,0,1
858,1,0,1,0,1,1,1,1,0,1
859,1,1,1,0,1,0,1,1,0,1
860,1,0,0,0,1,1,1,1,0,1
861,1,1,0,1,1,0,1,1,0,1
862,1,0,1,0,1,1,1,1,0,1
863,1,1,1,1,1,0,1,1,0,1
864,0,0,0,0,0,0,1,1,0,1
865,0,1,0,0,0,1,1,1,0,1
866,0,0,1,0,0,0,1,1,0,1
867,0,1,1,0,0,1,1,1,0,1
868,0,0,0,0,0,0,1,1,0,1
869,0,1,0,1,0,1,1,1,0,1
870,0,0,1,0,0,0,1,1,0,1
871,0,1,1,1,0,1,1,1,0,1
872,0,0,0,0,1,0,1,1,0,1
873,0,1,0,0,1,1,1,1,0,1
874,0,0,1,0,1,0,1,1,0,1
875,0,1,1,0,1,1,1,1,0,1
876,0,0,0,0,1,0,1,1,0,1
877,0,1,0,1,1,1,1,1,0,1
878,0,0,1,0,1,0,1,1,0,1
879,0,1,1,1,1,1,1,1,0,1
880,0,0,0,0,0,1,1,1,0,1
881,0,1,0,0,0,0,1,1,0,1
882,0,0,1,0,0,1,1,1,0,1
883,0,1,1,0,0,0,1,1,0,1
884,0,0,0,0,0,1,1,1,0,1
885,0,1,0,1,0,0,1,1,0,1
886,0,0,1,0,0,1,1,1,0,1
887,0,1,1,1,0,0,1,1,0,1
888,0,0,0,0,1,1,1,1,0,1
889,0,1,0,0,1,0,1,1,0,1
890,0,0,1,0,1,1,1,1,0,1
891,0,1,1,0,1,0,1,1,0,1
892,0,0,0,0,1,1,1,1,0,1
893,0,1,0,1,1,0,1,1,0,1
894,0,0,1,0,1,1,1,1,0,1
895,0,1,1,1,1,0,1,1,0,1
896,0,0,0,0,0,0,0,0,1,1
897,0,1,0,0,0,1,0,0,1,1
898,0,0,1,0,0,0,0,0,1,1
899,0,1,1,0,0,1,0,0,1,1
900,0,0,0,0,0,0,0,0,1,1
901,0,1,0,1,0,1,0,0,1,1
902,0,0,1,0,0,0,0,0,1,1
903,0,1,1,1,0,1,0,0,1,1
904,0,0,0,0,1,0,1,0,1,1
905,0,1,0,0,1,1,1,0,1,1
906,0,0,1,0,1,0,1,0,1,1
907,0,1,1,0,1,1,1,0,1,1
908,0,0,0,0,1,0,1,0,1,1
909,0,1,0,1,1,1,1,0,1,1
910,0,0,1,0,1,0,1,0,1,1
911,0,1,1,1,1,1,1,0,1,1
912,0,0,0,0,0,1,0,0,1,1
913,0,1,0,0,0,0,0,0,1,1
914,0,0,1,0,0,1,0,0,1,1
915,0,1,1,0,0,0,0,0,1,1
916,0,0,0,0,0,1,0,0,1,1
917,0,1,0,1,0,0,0,0,1,1
918,0,0,1,0,0,1,0,0,1,1
919,0,1,1,1,0,0,0,0,1,1
920,0,0,0,0,1,1,1,0,1,1
921,0,1,0,0,1,0,1,0,1,1
922,0,0,1,0,1,1,1,0,1,1
923,0,1,1,0,1,0,1,0,1,1
924,0,0,0,0,1,1,1,0,1,1
925,0,1,0,1,1,0,1,0,1,1
926,0,0,1,0,1,1,1,0,1,1
927,0,1,1,1,1,0,1,0,1,1
928,1,0,0,0,0,0,1,0,1,1
929,1,1,0,0,0,1,1,0,1,1
930,1,0,1,0,0,0,1,0,1,1
931,1,1,1,0,0,1,1,0,1,1
932,1,0,0,0,0,0,1,0,1,1
933,1,1,0,1,0,1,1,0,1,1
934,1,0,1,0,0,0,1,0,1,1
935,1,1,1,1,0,1,1,0,1,1
936,1,0,0,0,1,0,1,0,1,1
937,1,1,0,0,1,1,1,0,1,1
938,1,0,1,0,1,0,1,0,1,1
939,1,1,1,0,1,1,1,0,1,1
940,1,0,0,0,1,0,1,0,1,1
941,1,1,0,1,1,1,1,0,1,1
942,1,0,1,0,1,0,1,0,1,1
943,1,1,1,1,1,1,1,0,1,1
944,1,0,0,0,0,1,1,0,1,1
945,1,1,0,0,0,0,1,0,1,1
946,1,0,1,0,0,1,1,0,1,1
947,1,1,1,0,0,0,1,0,1,1
948,1,0,0,0,0,1,1,0,1,1
949,1,1,0,1,0,0,1,0,1,1
950,1,0,1,0,0,1,1,0,1,1
951,1,1,1,1,0,0,1,0,1,1
952,1,0,0,0,1,1,1,0,1,1
953,1,1,0,0,1,0,1,0,1,1
954,1,0,1,0,1,1,1,0,1,1
955,1,1,1,0,1,0,1,0,1,1
956,1,0,0,0,1,1,1,0,1,1
957,1,1,0,1,1,0,1,0,1,1
958,1,0,1,0,1,1,1,0,1,1
959,1,1,1,1,1,0,1,0,1,1
960,0,0,0,0,0,0,0,1,1,1
961,0,1,0,0,0,1,0,1,1,1
962,0,0,1,0,0,0,0,1,1,1
963,0,1,1,0,0,1,0,1,1,1
964,0,0,0,0,0,0,0,1,1,1
965,0,1,0,1,0,1,0,1,1,1
966,0,0,1,0,0,0,0,1,1,1
967,0,1,1,1,0,1,0,1,1,1
968,0,0,0,0,1,0,1,1,1,1
969,0,1,0,0,1,1,1,1,1,1
970,0,0,1,0,1,0,1,1,1,1
971,0,1,1,0,1,1,1,1,1,1
972,0,0,0,0,1,0,1,1,1,1
973,0,1,0,1,1,1,1,1,1,1
974,0,0,1,0,1,0,1,1,1,1
975,0,1,1,1,1,1,1,1,1,1
976,0,0,0,0,0,1,0,1,1,1
977,0,1,0,0,0,0,0,1,1,1
978,0,0,1,0,0,1,0,1,1,1
979,0,1,1,0,0,0,0,1,1,1
980,0,0,0,0,0,1,0,1,1,1
981,0,1,0,1,0,0,0,1,1,1
982,0,0,1,0,0,1,0,1,1,1
983,0,1,1,1,0,0,0,1,1,1
984,0,0,0,0,1,1,1,1,1,1
985,0,1,0,0,1,0,1,1,1,1
986,0,0,1,0,1,1,1,1,1,1
987,0,1,1,0,1,0,1,1,1,1
988,0,0,0,0,1,1,1,1,1,1
989,0,1,0,1,1,0,1,1,1,1
990,0,0,1,0,1,1,1,1,1,1
991,0,1,1,1,1,0,1,1,1,1
992,1,0,0,0,0,0,1,1,1,1
993,1,1,0,0,0,1,1,1,1,1
994,1,0,1,0,0,0,1,1,1,1
995,1,1,1,0,0,1,1,1,1,1
996,1,0,0,0,0,0,1,1,1,1
997,1,1,0,1,0,1,1,1,1,1
998,1,0,1,0,0,0,1,1,1,1
999,1,1,1,1,0,1,1,1,1,1
1000,1,0,0,0,1,0,1,1,1,1
1001,1,1,0,0,1,1,1,1,1,1
1002,1,0,1,0,1,0,1,1,1,1
1003,1,1,1,0,1,1,1,1,1,1
1004,1,0,0,0,1,0,1,1,1,1
1005,1,1,0,1,1,1,1,1,1,1
1006,1,0,1,0,1,0,1,1,1,1
1007,1,1,1,1,1,1,1,1,1,1
1008,1,0,0,0,0,1,1,1,1,1
1009,1,1,0,0,0,0,1,1,1,1
1010,1,0,1,0,0,1,1,1,1,1
1011,1,1,1,0,0,0,1,1,1,1
1012,1,0,0,0,0,1,1,1,1,1
1013,1,1,0,1,0,0,1,1,1,1
1014,1,0,1,0,0,1,1,1,1,1
1015,1,1,1,1,0,0,1,1,1,1
1016,1,0,0,0,1,1,1,1,1,1
1017,1,1,0,0,1,0,1,1,1,1
1018,1,0,1,0,1,1,1,1,1,1
1019,1,1,1,0,1,0,1,1,1,1
1020,1,0,0,0,1,1,1,1,1,1
1021,1,1,0,1,1,0,1,1,1,1
1022,1,0,1,0,1,1,1,1,1,1
1023,1,1,1,1,1,0,1,1,1,1
